reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b9d5ce98-8d8a-4f54-bd0a-86c3242442ba,Irfan Arif,https://play-lh.googleusercontent.com/a/ACg8ocIDTP2c_3V6hFuPNJtL8hDwipsvw7VwYjj-BJwU1R79259lOA=mo,Tinggal privikasi wajah tapik malah loading lama,1,0,8.57.0,2025-01-20 05:14:37,"Halo, Jagoan! Mohon maaf atas ketidaknyamanannya ya. Untuk kendala yang kamu alami, bisakah diinformasikan secara detail ke Tanya Jago di nomor 1500746 /+62 21 3000 0746 atau email ke tanya@jago.com? Kami dengan senang hati akan membantu kamu. :)",2025-01-20 05:47:25,8.57.0
977fe096-4533-4fbd-b50a-245c6cc6a77b,Aditya mahendra,https://play-lh.googleusercontent.com/a-/ALV-UjUaOALhJCyt1DYvZHmuKoRRr9fRSNgXAPzCx4ALTGDn_rqxoksu,best app buat nabung,5,0,8.57.0,2025-01-20 04:51:56,,,8.57.0
7ae64638-5f49-448d-9b7f-aeeef4d072c8,Sholeh Saleng,https://play-lh.googleusercontent.com/a/ACg8ocLrh5CE5EF0m0RdZPTeDeGuvhUPuISUngVCruqFnQr-C6cqqw=mo,Sangat puas,5,0,8.57.0,2025-01-20 03:41:24,,,8.57.0
f2efabb4-a783-41f7-b9c4-3c857141c0f5,Dandi Wafiy,https://play-lh.googleusercontent.com/a-/ALV-UjWjr86VP7_u1dVmuEUTX_kPU8Qc0Ea2moLm1dkut64Eovr4yEk,bagus,4,0,8.57.0,2025-01-20 02:09:11,"Hai, Jagoan! Terima kasih sudah memberikan ulasan dan sudah memilih Bank Jago sebagai bank digital kamu. Semoga Bank Jago bisa semakin mempermudah transaksi perbankan kamu. Jika kamu memerlukan informasi seputar Bank Jago, silakan hubungi Tanya Jago di 1500746/+62 21 3000 0746, atau melalui email ke tanya@jago.com. Dengan senang hati akan membantu.",2025-01-20 02:42:00,8.57.0
d04cb38f-bd94-4eec-a160-eebd7c9cd633,Putri Kaneishia,https://play-lh.googleusercontent.com/a/ACg8ocIptbV0rYj0y4NJA1j0GSHJyenrrFP6v8beulXBI3YXnj8PPg=mo,kaka kalau untuk laporan pembaruan no baru di bank jago alamatnya dimana iya kalau di sby?? soalnya nomor yg aku dftrin itu uda kehangus. dan bank jago dlu uda ak uninstall.. mau aku dfr lagi malahan nik uda pernh kepakai iya??,4,0,8.57.0,2025-01-19 22:57:40,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-01-19 23:17:11,8.57.0
e0164484-99ef-4a48-8563-6e74ff506a8c,Mainan Budi,https://play-lh.googleusercontent.com/a-/ALV-UjU7IN8ubtA3STeNoUuUkBeN6b-YaES0pZiffuNvW-kibi4Z3VE,"Alhamdulillah, bagus banget aplikasinya, sangat membantu, apalagi dengan fitur dompet nya yang bisa dipisah-pisah.",5,0,,2025-01-19 22:33:18,,,
c13f44b7-40c8-4e46-88fa-394b0b5e45b6,Muhammad Arsyad,https://play-lh.googleusercontent.com/a/ACg8ocIwD1AgDboI2yDrue5L1p1gVdNGWqQb_DjTNV2BaWcYVmnimQ=mo,"sangat kecewa, saya kerusakan hp lama mau pake hp baru, harus verifikasi lewat hp lama, gimana mau verifikasi hpnya aja rusak.",1,0,,2025-01-19 21:53:28,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-01-19 23:17:28,
9c0f7f60-c3a3-4e7e-8468-67309c16b380,Infinix X,https://play-lh.googleusercontent.com/a-/ALV-UjVCRWNV-mLcWCVooAc9-fRbftjFMxlrUpHxL02SyIr9BWy1w9Y,Edit,5,0,8.57.0,2025-01-19 19:49:43,,,8.57.0
3067ed06-4851-4021-9fbd-8ee63e145c25,Bandi Subandi,https://play-lh.googleusercontent.com/a-/ALV-UjXs9Un9RtpTvvpKb8LnmvLRDNOMrvQQVZVSIb0CodbdleC7mWk,Ka saya lupa sandi dan nomernya hilang jdi saya tidak bisa login tolong di bantu,4,0,8.38.0,2025-01-19 18:16:18,"Halo, Jagoan!. Mohon maaf atas kendala yang dialami. Kamu dapat melakukan ubah password melalui aplikasi ya. Pastikan menggunakan email/nomor handphone serta NIK yang terdaftar di Jago. Jika ada hal yang ingin ditanyakan lebih lanjut dapat menghubungi Tanya Jago di nomor 1500746/021-30000746 atau email ke tanya@jago.com.",2025-01-19 18:35:22,8.38.0
e2a9aefb-c433-49c0-9f33-893fbb6b9a95,Sandika New,https://play-lh.googleusercontent.com/a/ACg8ocJfnyUb0f0Ln8E2mw6ONLAAmVRY9W2-u7i-kNesXSeId1IMuw=mo,"SENGAJA KASI BINTANG 5 BIAR KE LIATAN, INI GIMANA YA MKSD NYA KENAPA AKUN SAYA TIBA TIBA AJA DI KUNCI/BLOKIR, TANPA ADA PENJELASAN YANG JELAS PADAHAL SAYA TIDAK ADA MEGANG HP SEHARIAN mohon untuk pihak jago bank saya memiki akun di pihak jago bank tapi tiba tiba di kunci/di blokir tolong untuk pihak jago bank membuka kunci dan blokiran tersebut masalah keamanan itu benar-benar saya, trimakasih.",5,0,8.57.0,2025-01-19 16:03:11,,,8.57.0
db836daa-28c0-4cc9-9b94-71c465510111,Anta Winarto,https://play-lh.googleusercontent.com/a/ACg8ocJN8rwWLNvUvSLspLKT-PC4X2yeEbQCYEAlPyXXaTivgeU_uQ=mo,Tingkatkan kualitas,5,0,,2025-01-19 14:23:46,,,
6d7342aa-5ddc-44fe-a1e1-36e5480e2c08,Afrizall,https://play-lh.googleusercontent.com/a-/ALV-UjVgMg79gaDx9aQZMUYbAoFFlok5qz1EkIO63kGRo5AyQ9uh8Glz,"Saya sedikit kecewa dengan pelayanan cs jago yang dimintai tolong untuk solusi mengenai pertanyaan keamanan yang saya lupa dengan jawaban pertanyaannya malah dibuat berbelit-belit dan tidak ada solusi apapun selain harus mengingat kembali jawaban itu, mungkin kurang cocok saya menggunakan ini",1,0,8.57.0,2025-01-19 14:13:13,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-01-19 14:37:10,8.57.0
757e2d5d-e60a-42a1-9aa1-de720bdc9479,bambang hariyadi,https://play-lh.googleusercontent.com/a/ACg8ocKvoyf_Y6d1qa_lB_obk7z8XqcY9xlIa8TGTk2JMbzpkGKcLg=mo,Sangat Membantu,5,0,8.57.0,2025-01-19 13:19:40,,,8.57.0
261a637b-cdff-466a-94d8-92f0f0855dff,Ekko Kun,https://play-lh.googleusercontent.com/a-/ALV-UjVYH0hw1CgbF-S8Va00XK5shAE6K-LaKikrR7ZK9E4-pGBSUrA,Baru daftar baru download tapi nik sudah kepakai bagaimana ini pihak jago,1,0,8.57.0,2025-01-19 12:43:23,"Hai, Jagoan! Mohon maaf atas ketidaknyamanan terkait kendala yang dialami. Hal ini akan menjadi perhatian agar Bank Jago lebih baik ke depannya. Agar bisa membantu lebih lanjut, mohon menginformasikan detail keluhannya melalui Tanya Jago di 1500746/+62 21 3000 0746, atau email ke tanya@jago.com. Tim terkait kami dengan senang hati akan membantu.",2025-01-19 13:05:25,8.57.0
29bd77c1-5fb1-499c-8cae-635fa4e1a52d,Vicki Harsa,https://play-lh.googleusercontent.com/a-/ALV-UjWLLP6YR_i0dTJO4cxSqaL-obaqEPCVKcJXBXot0Y-_hVTb0uw,ktp tidak diterima akun di blokir sudah kirim ulang ktp tapi prosesnya lama ( udah 3 hari diblokir) penjelasan tidak memuaskan,1,0,8.57.0,2025-01-19 11:47:55,"Hai, Jagoan. Mohon maaf untuk kendala yang kamu alami. Terkait kendala tersebut, kamu bisa segera laporkan ke Tanya Jago di nomor 1500746 / 021-30000746 atau e-mail ke tanya@jago.com ya. Mohon lampirkan juga tangkapan layar yang terkendala agar kami cek lebih lanjut. Tidak perlu khawatir karena tim terkait kami akan segera membantu. Terimakasih.",2025-01-19 12:03:03,8.57.0
9a2b98ca-7cdb-4a22-b2b0-ee2c24386ae2,#001Ady,https://play-lh.googleusercontent.com/a-/ALV-UjUQxymevXjF9r4slSvVVsl_GQ52Bnvd_n6q2XY337OVaBsHvlyX,oke,5,0,8.57.0,2025-01-19 11:47:35,,,8.57.0
cbd2e243-6a1b-40c8-832c-0343a44de25c,slamet harwo,https://play-lh.googleusercontent.com/a-/ALV-UjWlrywdzHQxvbtV6y11QY98BlZW9TN0nChvTO6XkvobnLLtLgXC,"simpel,mudah lancarkan semua transaksi.",5,0,8.57.0,2025-01-19 09:28:38,,,8.57.0
74629a95-7495-4122-b44a-b425d9ecf849,Kang Brewok,https://play-lh.googleusercontent.com/a/ACg8ocJ10ScFZsnmRf9T3vjLSVsCcrQkdCf7E6LnrbaMtukILnWUIQ=mo,"Bang jago kemudahan kena hacker buat penipu berkeliaran. Saya salah satu korban dari pada penipu itu. Baru aja download mau registrasi dibank jago tau tau no nik sudah kepakai di bank jago,. Bank jago parah",1,0,,2025-01-19 08:10:58,"Hai, Jagoan! Mohon maaf atas ketidaknyamanan terkait kendala yang dialami. Hal ini akan menjadi perhatian agar Bank Jago lebih baik ke depannya. Agar bisa membantu lebih lanjut, mohon menginformasikan detail keluhannya melalui Tanya Jago di 1500746/+62 21 3000 0746, atau email ke tanya@jago.com. Tim terkait kami dengan senang hati akan membantu.",2025-01-19 08:34:08,
229160d8-d065-439e-92dc-b026480657cd,Rozy irawan,https://play-lh.googleusercontent.com/a/ACg8ocK55GqPxkE0Qz0QzTo8D4X5KpF373jztbFiIEO2f_gJSw_muw=mo,"Aplikasi yang paling susah , akun saya blokir susah minta ampun untuk buka blokiran nyaa padahal masih ada saldonya sampe sekarang belum dibuka juga blokiranya ,padahal saldo masih ada",1,0,8.57.0,2025-01-19 08:01:41,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-01-19 08:35:09,8.57.0
58aa1cdd-d339-4413-8b08-c9505efcf38b,M.C.S,https://play-lh.googleusercontent.com/a-/ALV-UjUKNkGRmTpVJcTJTKYV2FnnB2TLCw7Xo7wEofy9hsxDPldKkJ8,Oky,5,0,8.57.0,2025-01-19 07:08:39,,,8.57.0
aa414ca3-d24a-430e-8e0c-f54f04bab2ec,Andika M Husein,https://play-lh.googleusercontent.com/a-/ALV-UjUUUZ8Yu-oULr5EwRBS_61YmLDsT205jobeNNPMl2w8HQ6-AcQQLg,Sangat rekomended untuk bank digital dengan banyak promo,5,0,8.57.0,2025-01-19 06:57:38,,,8.57.0
1be3eb33-9bcb-4f85-85f9-6ebc09a91890,Agung Perkasa,https://play-lh.googleusercontent.com/a/ACg8ocLC7P0rRkFCpdilFjo9PA4qOWhzkxfRGMsb86G3-3TpqDn9sg=mo,Ok mantul dan membantu,4,0,8.57.0,2025-01-19 06:41:36,"Hai, Jagoan! Terima kasih sudah memberikan ulasan dan sudah memilih Bank Jago sebagai bank digital kamu. Semoga Bank Jago bisa semakin mempermudah transaksi perbankan kamu. Jika kamu memerlukan informasi seputar Bank Jago, silakan hubungi Tanya Jago di 1500746/+62 21 3000 0746, atau melalui email ke tanya@jago.com. Dengan senang hati akan membantu.",2025-01-19 07:00:47,8.57.0
0e02f77a-fbbc-4c35-85b7-53e84db4f9e5,Deni Donat,https://play-lh.googleusercontent.com/a/ACg8ocKcBMiv_ESmhHU-xAj_T13Fk2o_MEkfOGW7ZvPDDoR7WDUH=mo,bagus,5,0,8.57.0,2025-01-19 06:11:38,,,8.57.0
1cc06afc-ea78-415b-a870-7cfedc128fcf,Reza Basri,https://play-lh.googleusercontent.com/a-/ALV-UjVhGw-yFDxAbCfc0ZrXOL0uYBwqE3Ht3Hl5voJ0OB9Z2nZSLEM,Mantap 👍🔥,5,0,8.57.0,2025-01-19 05:55:51,,,8.57.0
b97d0ba4-6aec-49fc-870f-2c00ea889604,Sam _ Ek,https://play-lh.googleusercontent.com/a-/ALV-UjXOHiZppKc3lZy947Mv6_amiVHhV62CKGKyhy_pSvUi5OfEjKc,"Akun saya ga bisa di akses. Nomor hp ilang, kata sandi lupa. Tolong dong kalau mau login bisa pake email, ga harus no hp",2,0,,2025-01-19 04:59:30,"Halo, Jagoan! Mohon maaf atas ketidaknyamanannya. Kami mengerti atas pengalaman kurang baik yang kamu alami. Untuk membantu kamu lebih lanjut, mohon menghubungi Tanya Jago di 1500746 / 021-30000746 atau email ke tanya@jago.com untuk kami cek lebih lanjut terkait kendala tersebut. Kami tunggu laporan dari kamu ya.",2025-01-19 05:58:09,
8026895d-a5e7-4c7e-85d7-293c34c986e3,Adrianus Suri,https://play-lh.googleusercontent.com/a/ACg8ocIzlABDYGJRR1q_QifhW-2zGLFl4KedFoqVaPdH9D_QvzcMpw=mo,Luar biasa,5,0,8.57.0,2025-01-19 02:35:21,,,8.57.0
38967ced-7155-49da-9f8d-21fe055500ec,Aku aleks maju,https://play-lh.googleusercontent.com/a-/ALV-UjUl1frluxsaEwpA7DTs6csUkIaHzcTlX8elUU_t7vS3f8KW7w,ok ko,2,0,8.57.0,2025-01-19 02:04:19,"Halo, Jagoan! Mohon maaf atas ketidaknyamanan. Kami akan terus memperbaiki dan meningkatkan layanan perbankan kami. Mohon kesediaannya untuk menginformasikan secara detail kendala yang dialami dengan menghubungi kami melalui Tanya Jago di 1500 746/+62 21 3000 0746, atau email ke tanya@jago.com. Kami tunggu ya.",2025-01-19 02:32:35,8.57.0
b5bf5b6b-d873-406e-b5ff-aa7088a96d0a,Yuli Yanti,https://play-lh.googleusercontent.com/a/ACg8ocL_QPbaWQDcQY2guCA5N1pruwEY6sBhN03pZRzys9mvd4Wiiw=mo,Mudah dan terpercaya,5,0,8.57.0,2025-01-19 02:01:04,,,8.57.0
1f3895fe-83b9-4941-8666-e8dfdbab8adf,Bunda Gibran,https://play-lh.googleusercontent.com/a-/ALV-UjXBVv_vM-qjlHi5MyL9T9wFKrazKxcJ1jx5PzVMI9MQlVj55aq0,"Parah ni bank jago , . tiba"" akun gw d blokir , .tlf costumer service nya kata nya d suruh TF dlu 150 tp masih belum bisa d buka , .malah saldo nya nyangkut gak jelas ,",1,0,,2025-01-19 00:55:54,"Halo, Jagoan! Saya mohon maaf atas kendala dan ketidaknyamanan kamu ya. Saya mengerti kesulitan yang kamu hadapi terkait kendala ini. Supaya bisa membantu lebih lanjut, mohon untuk hubungi email kami di tanya@jago.com atau melalui telpon di 1500 746/+62 21 3000 0746. Secepatnya akan kami cek dan tangani :)",2025-01-19 01:04:22,
cf1a0ecb-9a58-4ac2-be1f-602c9be9a038,PINOKIO Mr,https://play-lh.googleusercontent.com/a-/ALV-UjX61eh5Kd6q8L541ZMda3orbXFUPVisf2rUfC2sV7uSLd2QMqqC,top,5,0,8.57.0,2025-01-19 00:38:35,,,8.57.0
ea573fd8-c59e-4355-87ac-339378535a98,Hasrat Aqdas,https://play-lh.googleusercontent.com/a/ACg8ocLbpl-mdArLAkLa7zjmxSNu238PJyI8qAx9u-NLPTIc74oAaw=mo,Bang jago sangat memuaskan udah 1 tahun saya mengunakan nya,5,0,,2025-01-18 23:20:03,,,
ef7dab09-7b31-4454-90fa-67932ab84c72,Ragun Prancis,https://play-lh.googleusercontent.com/a/ACg8ocJHdgA06fQAb498Y736LACGVoqg7UH8iwXFgu55Ex5eedlXEA=mo,mantap,5,0,8.57.0,2025-01-18 22:35:49,,,8.57.0
3b48548f-32b0-4c91-a12f-08db701c2e71,Paujiah jiah,https://play-lh.googleusercontent.com/a-/ALV-UjURVq_2bjwmK3RPfZmBRdPOgt89f-__6s7HmtPVGXdKEJM2JsAu,benar benar mempermudah transaksi bangett,5,0,8.57.0,2025-01-18 22:02:07,,,8.57.0
e89fb597-0dc9-451b-883d-0516035816ed,Adji Suseno,https://play-lh.googleusercontent.com/a-/ALV-UjVOg8NHnfFm9gXK703zXzRB9AgJwVDjZd8Pgr_-bs9x0U2bjdg,ok,5,0,,2025-01-18 20:49:32,,,
c3f0852e-7c31-4530-b5b8-37f1d4ec6136,m rydwand,https://play-lh.googleusercontent.com/a-/ALV-UjXzmiLkovW9BOGIBQBp4p3nuw7_N-7kBMwxzlBWl9ajqPOqzh4,customer service kurang ajar aku lgi diskusikan masalah ku yg lupa password dan id tapi telpon langsung di akhiri dan aku di blokir 🤦‍♂️,1,0,8.57.0,2025-01-18 16:58:04,"Halo, Jagoan! Mohon maaf atas ketidaknyamanan. Kami akan terus memperbaiki dan meningkatkan layanan perbankan kami. Mohon kesediaannya untuk menginformasikan secara detail kendala yang dialami dengan menghubungi kami melalui Tanya Jago di 1500 746/+62 21 3000 0746, atau email ke tanya@jago.com. Kami tunggu ya.",2025-01-18 17:04:03,8.57.0
fd9310d5-3e76-4f13-b63a-f110e814fa62,Irvan Irvan,https://play-lh.googleusercontent.com/a/ACg8ocJUIJzI5RzqVO2kiyRm3kwJj_kVLqyKv23bGG5gYk9DjAiFHQ=mo,"Ok, mantap Bank Jago",3,0,,2025-01-18 16:39:18,"Halo, Jagoan! Terima kasih atas ulasannya. Kami sangat senang jika kamu puas dengan pelayanan dari Bank Jago. Jika kamu memiliki pertanyaan lainnya, kamu bisa langsung hubungi Tanya Jago di nomor 1500746 / 021-30000746 atau e-mail ke tanya@jago.com ya.",2025-01-18 17:00:30,
b0d8d693-5349-4b95-81a6-ef516f7c540d,Cipinang Lama1,https://play-lh.googleusercontent.com/a/ACg8ocJ_dkhTEl6i8EPPSDULulXUlzBd2Gde-Ybi8OtXLzfefN4iBg=mo,aplikasi keuangan yg sangat simple dan bagus..,5,0,8.57.0,2025-01-18 15:42:29,,,8.57.0
7146deac-47b4-43c5-9781-31fcbea30702,Yosep Arthur,https://play-lh.googleusercontent.com/a-/ALV-UjVSI8hUYEFvPaXl_SsqmzpZAajmyLa4ButKAcRouLv_U0q0Xq0,Gimana cara ganti no hp yang hilang?,5,0,8.55.0,2025-01-18 15:24:23,,,8.55.0
db38c67d-801a-4cfe-a706-b3865e167dc8,Andzikrikal Reyzakky,https://play-lh.googleusercontent.com/a/ACg8ocIoWFvMpiFYgJLfRjA0NFlrYtx_zBd5pHxWaPEc97LcLK08Kg=mo,Mantap,5,0,8.57.0,2025-01-18 15:02:18,,,8.57.0
aefa41ea-ea92-441b-b6a8-86c566b18ea9,Hin Solihin,https://play-lh.googleusercontent.com/a-/ALV-UjUsUG-aKrvyQYuoVinWHng49UALb8MTAMVxAP8lO9qL0XyzTfY0eQ,Ok,1,0,8.57.0,2025-01-18 14:23:26,"Hai, Jagoan. Mohon maaf untuk kendala yang kamu alami. Terkait kendala tersebut, kamu bisa segera laporkan ke Tanya Jago di nomor 1500746 / 021-30000746 atau e-mail ke tanya@jago.com ya. Mohon lampirkan juga tangkapan layar yang terkendala agar kami cek lebih lanjut. Tidak perlu khawatir karena tim terkait kami akan segera membantu. Terimakasih.",2025-01-18 14:33:28,8.57.0
19d71e03-b686-441b-ae34-59a98e4c93eb,Saef Fudin,https://play-lh.googleusercontent.com/a-/ALV-UjXKzCJQWzogxuKtzARnFW0bci4ShzGcm_4SIHMdvNRier4ljcyf,"hallo bang jago saya kebingungan nih mau masuk akun saya ga bisa aja gimana ya ,gara gara pindah hp abis direstar",5,0,8.57.0,2025-01-18 14:23:06,,,8.57.0
9933c4a3-6395-4e41-9ef8-c699baa71b5f,puja sabitna,https://play-lh.googleusercontent.com/a/ACg8ocLjVfsgNcBO9bbbqt4Jzk0Q_xVrxUzY35d0z5rwgENYXZeniQ=mo,ini kenapa mau transfer selalu ada gangguan coba lagi nanti udh dicoba 5 jam kemudian masih aja gagal gimana sihh tolong dibenerin lah mau tf gabisa bisa,4,0,8.50.0,2025-01-18 12:59:20,"Halo, Jagoan! Mohon maaf apabila terdapat fitur atau layanan Jago yang belum sesuai harapan kamu. Kamu bisa menghubungi Tanya Jago di nomor 1500746 / 021-30000746 atau e-mail ke tanya@jago.com untuk kami bantu cek kendalanya lebih lanjut ya. Agent kami dengan senang hati membantu kamu.",2025-01-18 13:02:50,8.50.0
316bc6ba-584c-4aa4-9722-e7a05a81cb7a,Nur Man,https://play-lh.googleusercontent.com/a-/ALV-UjUdXCjHROjKS1mPR0eFoKWJE7W816D21yoEx4TeFkmcFXESrQ,Aplikasi yang bagus,5,0,8.56.0,2025-01-18 11:51:51,,,8.56.0
10c46e09-2dba-4bf0-b2f5-36cae2b29cb1,Rina Anjarsari,https://play-lh.googleusercontent.com/a-/ALV-UjW31sjhcT98Bhd2bKarc--b1O5TjLW1OqnWgWfHPxJcUgZ_ooE,Lemot,5,0,8.57.0,2025-01-18 11:48:59,,,8.57.0
a85160e0-73d5-4f64-8749-8bde430294ae,Anang Subiagto (Anang),https://play-lh.googleusercontent.com/a-/ALV-UjVh49EE2E0teKPncafJ0YivHXkASoRGtuHCrRgGq04Z2OgfK622,Applikasih mudah dan GK pakai ribet,5,0,8.57.0,2025-01-18 10:33:56,,,8.57.0
